X,Y
-7.251741604117159,2.16604220030522
-49.72673215811482,-11.413921376741158
7.361028374082004,22.04886635574758
-2.4889740495047414,-36.4062550870056
-24.50463542831642,23.68703913194307
-20.411914390267004,8.375195371846612
-3.9145193302063994,-5.6031083676109095
-34.03584488698297,28.862291648034294
-19.30280271190316,21.236469808781568
-26.686570618666536,11.001399365216681
8.239091491788962,19.003173476359645
7.479431551193894,26.65117186554989
-32.540930127067526,31.15227147545736
-0.7886468836686618,31.48463767523969
-49.60802005867902,64.76305703732737
-40.476232965930464,11.171086498045439
14.132381591304373,21.17173237991651
-24.464886544848014,64.88505614581135
-21.84902700388701,-20.407571582438543
-69.37034553014378,43.285246164327745
-22.03270554401613,35.71651433849355
3.7766439545170343,67.35505089069207
-39.41094518734357,55.49723333138068
-23.15217104785016,65.68812944277768
-46.885172499631224,48.534376170212155
-52.63895207330685,59.17285141704571
-47.510731593972615,65.33378559058063
-44.82241193485195,31.871967105395285
-57.30240174162594,107.95914935081437
-87.51699914118738,24.17628610906896
-12.801532293196267,84.87631622240089
-106.34522681050956,67.46930856118945
-55.383120504176894,88.72123929373727
-71.94222611485526,67.76480358345803
-61.03922067859099,88.11856975732161
-66.25105142752398,56.18208124327194
-75.23422274849221,58.93044130055948
-97.98433719488474,40.86720824270164
-67.3809357770482,42.03712905346322
-33.08986998585864,51.47489692581878
-108.71420783469637,55.39197931935638
-37.15420896775475,21.292362695273468
-110.58817281326169,50.74647712748987
-120.2838781985609,66.74225597802415
-90.21681635233773,69.50917414174228
-105.01484711779813,60.60050095851441
-41.811809789335456,60.47540375740057
-83.21477799110792,59.37148620740047
-93.95689338339787,36.858640351027674
-133.98164115269887,56.07105663503354
-75.00213695613118,76.16688329782832
-100.85738354951624,84.2729747630922
-108.20127511419517,32.24689253196857
-95.23226928410381,8.966356031774296
-51.471413156217594,56.22127854034052
-41.28302523320731,-4.873118289353194
-136.9725794603785,52.06387171884485
-92.78326972569067,69.48457643119862
-42.88628465368363,39.76063395033959
-118.50579262303881,48.86075702889554
-126.32690331050804,55.77326885806781
-56.03015575112806,35.31170955338128
-99.67195465533607,27.337591929959963
-117.54781685584366,40.86372354284623
-87.3456454927335,40.904480822927
-88.37555302172751,-0.6918750414831187
-78.18363546103248,-12.036574028110067
-135.08887921141869,41.30153592982474
-107.33146044288533,58.688876689873425
-144.5274170755129,-13.221514888053612
-173.05057957845207,19.806199275512604
-128.40005183300244,16.95108486722583
-129.8681559314971,21.250578348363593
-112.30853593656653,36.94080453844361
-150.17803862761875,-18.25449195978396
-150.7266850147632,0.3625316424072338
-169.07508583931673,22.433714285372297
-120.85960703666501,10.13052017585311
-110.54730693324876,30.124637632212412
-166.95773073864333,61.575947172344236
-149.6745874546936,54.85147818209809
-187.85096898539936,-32.667098996694975
-140.88769537359008,42.633043321466005
-130.12065644807367,55.84654076079803
-135.4018361127938,36.08693438680346
-86.91837622251236,-2.87853530225693
-143.37677113186527,29.97506542146162
-116.31656102771322,16.427133634919848
-161.84626414333218,-1.5905384519357888
-132.31133486733688,-20.35944374307239
-93.98256195322578,-31.99389829315779
-120.77832650214988,-4.49621993715683
-123.55329286340948,-32.531527668417425
-112.95181182026673,-2.3467199366299063
-149.5788468622899,-30.57063985515271
-87.75248710005687,-17.247211100716207
-110.27382173572913,-22.19616819728965
-82.27588540686534,-19.77079887710569
-79.50311618803482,-49.6316474362822
-34.500129753136946,-7.782264210659182
-80.68582369779784,-12.940847364360543
-132.09877338192268,-39.37363163321851
-86.77528926908973,-61.992847115419934
-104.17713972161975,-11.177997006964016
-115.21128846261404,-56.13003610664654
-99.52157396144827,-30.472799611290835
-73.13006195458097,-57.18250684498284
-70.56164487811193,-54.82573883667548
-102.3054872085921,-48.84179442130839
-68.23831950285373,-7.668842644897964
-97.22227177831137,-87.09687569779913
-74.50895340135204,-37.17406866140235
-53.82423135905661,-10.890434096986226
-79.82457323151822,-62.08257825003276
-64.46191012436373,-31.487792973523497
-51.29134664962037,-72.80017028121411
-87.5198834512751,-92.09266271489214
-71.0964050925157,-23.0193937200872
-17.590311737298656,-96.91295874082714
-83.47956779679878,-33.861989507787754
-43.38609595354298,-74.17891798320845
-77.1248716849588,-78.13820734397179
-63.92175446462127,-10.40142551061065
-55.464169694002734,-16.038049854081933
-112.48621322118134,-62.05257732909028
-8.061148164156116,-56.52651168378441
-32.35056439726207,-58.636766517483025
-39.519538039979835,-34.219131791127296
-76.05489671850155,7.013762561366555
-65.26848044918893,-39.19029891007091
-102.70557404924295,-91.30924654396996
-94.72574797862057,-37.8389942452293
-46.993138952191394,-50.64319518196312
-67.20744495877122,-34.02273631253469
-65.772362039255,-50.99067211870465
-59.23600055945851,-52.13241071744701
-11.245574329500599,-15.32774758013963
-54.71580799011763,-25.85715534120113
-46.52714053775273,-42.683880920909644
-62.229723588067344,-67.88997136661959
-34.49105889420051,-44.882384500853775
-35.0133508213998,-9.5952819889471
-49.27816197718381,7.492725669704207
-6.790721438363953,-33.003619843111444
-11.840940460530074,-4.647743566636148
-25.05981018567485,-10.833896142895094
3.1302185687678303,-9.226859330030429
