X,Y
0.0,0.0
-2.4996030124956636,0.04455086893209986
-4.999206024991327,0.08910173786419973
-7.498809037486991,0.1336526067962996
-9.998412049982655,0.17820347572839945
-12.498015062478318,0.22275434466049931
-14.997618074973982,0.2673052135925992
-17.497221087469647,0.31185608252469904
-19.99682409996531,0.3564069514567989
-22.49642711246097,0.40095782038889877
-24.996030124956633,0.44550868932099863
-27.495633137452295,0.4900595582530985
-29.995236149947957,0.5346104271851984
-32.49483916244362,0.5791612961172983
-34.99444217493928,0.6237121650493982
-37.49404518743494,0.6682630339814981
-39.993648199930604,0.712813902913598
-42.493251212426266,0.757364771845698
-44.99285422492193,0.8019156407777979
-47.49245723741759,0.8464665097098978
-49.99206024991325,0.8910173786419977
-52.49166326240891,0.9355682475740976
-54.991266274904575,0.9801191165061975
-57.49086928740024,1.0246699854382975
-59.9904722998959,1.0692208543703974
-62.49007531239156,1.1137717233024973
-64.98967832488722,1.1583225922345972
-67.48928133738289,1.2028734611666971
-69.98888434987856,1.247424330098797
-72.48848736237423,1.291975199030897
-74.9880903748699,1.3365260679629969
-77.48769338736557,1.3810769368950968
-79.98729639986124,1.4256278058271967
-82.4868994123569,1.4701786747592966
-84.98650242485257,1.5147295436913966
-87.48610543734824,1.5592804126234965
-89.98570844984391,1.6038312815555964
-92.48531146233958,1.6483821504876963
-94.98491447483525,1.6929330194197962
-97.48451748733092,1.7374838883518962
-99.98412049982659,1.782034757283996
-102.48372351232226,1.826585626216096
-104.98332652481793,1.871136495148196
-107.4829295373136,1.9156873640802958
-109.98253254980926,1.9602382330123957
-112.48213556230493,2.0047891019444957
-114.9817385748006,2.0493399708765954
-117.48134158729627,2.093890839808695
-119.98094459979194,2.1384417087407948
-122.48054761228761,2.1829925776728945
-124.98015062478328,2.227543446604994
-127.47975363727895,2.272094315537094
-129.97935664977462,2.3166451844691935
-132.47895966227028,2.3611960534012932
-134.97856267476595,2.405746922333393
-137.47816568726162,2.4502977912654926
-139.9777686997573,2.4948486601975923
-142.47737171225296,2.539399529129692
-144.97697472474863,2.5839503980617917
-147.4765777372443,2.6285012669938914
-149.97618074973997,2.673052135925991
-152.47578376223564,2.717603004858091
-154.9753867747313,2.7621538737901905
-157.47498978722697,2.80670474272229
-159.97459279972264,2.85125561165439
-162.4741958122183,2.8958064805864896
-164.97379882471398,2.9403573495185893
-167.47340183720965,2.984908218450689
-169.97300484970532,3.0294590873827887
-172.472607862201,3.0740099563148884
-174.97221087469666,3.118560825246988
-177.47181388719233,3.1631116941790878
-179.971416899688,3.2076625631111875
-182.47101991218366,3.252213432043287
-184.97062292467933,3.296764300975387
-187.470225937175,3.3413151699074866
-189.96982894967067,3.3858660388395863
-192.46943196216634,3.430416907771686
-194.969034974662,3.4749677767037856
-197.46863798715768,3.5195186456358853
-199.96824099965335,3.564069514567985
-200.01279186858545,1.0644665020723214
-200.05734273751756,-1.4351365104233422
-200.10189360644966,-3.934739522919006
-200.14644447538177,-6.43434253541467
-200.19099534431388,-8.933945547910334
-200.23554621324598,-11.433548560405997
-200.2800970821781,-13.93315157290166
-200.3246479511102,-16.432754585397326
-200.3691988200423,-18.932357597892988
-200.4137496889744,-21.43196061038865
-200.4583005579065,-23.931563622884312
